player_id,age_group,prior_coding_exp,motivation_type,sessions_played,avg_session_time_min,levels_attempted,levels_completed,completion_rate,initial_difficulty,current_difficulty,difficulty_jump,avg_attempts_per_level,syntax_errors,logic_errors,hints_used,hint_rate,forum_posts,badges_earned,streak_days,time_between_sessions,performance_score,flow_score,optimal_difficulty,churned
P0763,13-15,0,Intrinsic,22,34.81,50,15,0.3,1,2,1,1.54,4,4,1,0.02,5,0,4,1.06,33.15,62.4,1,0
P0764,19-22,3,Intrinsic,12,34.45,23,16,0.696,5,5,0,1.41,0,3,1,0.043,1,6,4,1.59,70.31,83.48,1,0
P0765,13-15,1,Extrinsic,4,29.46,9,8,0.889,4,4,0,2.38,2,6,1,0.111,1,7,7,1.85,69.11,91.11,1,0
P0766,19-22,1,Extrinsic,18,5.0,46,37,0.804,2,5,3,2.5,6,5,3,0.065,4,4,2,1.21,60.94,82.26,1,0
P0767,19-22,4,Intrinsic,8,34.63,22,9,0.409,2,2,0,1.0,2,1,0,0.0,0,1,1,0.9,56.36,70.45,1,0
P0768,23-30,5,Extrinsic,12,28.36,33,19,0.576,2,3,1,1.8,4,0,4,0.121,1,4,4,2.93,69.54,73.15,1,0
P0769,16-18,0,Extrinsic,9,38.05,21,7,0.333,4,3,1,4.46,9,10,2,0.095,1,0,3,1.44,27.17,61.81,1,0
P0770,19-22,2,Extrinsic,14,31.9,29,17,0.586,1,1,0,1.09,1,3,1,0.034,1,4,1,0.68,59.72,78.28,1,0
P0771,13-15,0,Social,8,34.63,18,14,0.778,4,3,1,2.99,6,6,5,0.278,2,5,6,4.26,56.14,78.56,1,0
P0772,19-22,4,Intrinsic,8,29.03,21,18,0.857,5,6,1,6.42,14,5,1,0.048,5,2,14,3.86,62.24,89.43,1,0
P0773,13-15,0,Intrinsic,17,32.79,47,38,0.809,3,6,3,4.43,7,7,3,0.064,5,2,7,6.54,49.27,82.51,1,0
P0774,16-18,2,Extrinsic,23,37.95,38,19,0.5,2,3,1,4.01,3,7,1,0.026,1,0,5,2.43,42.97,72.21,1,0
P0775,19-22,4,Extrinsic,12,23.73,24,9,0.375,2,2,0,1.58,1,6,0,0.0,1,2,7,0.98,55.05,68.75,1,0
P0776,13-15,1,Extrinsic,8,9.42,21,13,0.619,3,5,2,7.25,12,11,2,0.095,0,1,8,5.98,37.15,74.1,1,0
P0777,13-15,0,Social,12,19.54,25,15,0.6,3,5,2,3.19,3,4,3,0.12,2,3,7,0.99,45.53,72.4,1,0
P0778,19-22,3,Social,10,25.12,19,7,0.368,3,5,2,3.66,13,6,4,0.211,1,1,3,3.2,44.09,58.11,0,0
P0779,19-22,5,Social,26,22.6,50,36,0.72,3,2,1,5.48,9,9,0,0.0,3,1,13,0.63,61.61,84.0,1,0
P0780,19-22,5,Extrinsic,29,12.03,50,43,0.86,2,3,1,3.23,4,3,3,0.06,0,7,2,2.98,81.83,89.2,1,0
P0781,19-22,3,Extrinsic,4,8.95,11,1,0.091,4,5,1,3.57,8,5,2,0.182,1,0,6,5.51,31.71,47.09,0,0
P0782,16-18,0,Intrinsic,21,16.07,47,15,0.319,1,1,0,2.58,3,6,0,0.0,1,1,3,2.33,32.82,65.96,1,0
P0783,16-18,3,Intrinsic,17,28.46,30,26,0.867,3,3,0,2.59,5,3,1,0.033,1,9,4,1.91,78.7,92.33,1,0
P0784,16-18,1,Extrinsic,7,34.64,12,5,0.417,4,6,2,4.56,6,10,3,0.25,0,2,2,15.1,37.28,59.33,0,0
P0785,13-15,0,Intrinsic,14,29.33,21,18,0.857,1,3,2,4.83,5,8,2,0.095,0,1,2,0.5,48.71,86.0,1,0
P0786,23-30,5,Social,10,30.46,23,18,0.783,4,3,1,2.54,4,1,1,0.043,0,5,1,1.21,77.47,85.83,1,0
P0787,19-22,3,Extrinsic,19,21.35,44,30,0.682,4,6,2,2.85,6,7,3,0.068,1,0,6,7.53,57.15,78.05,1,0
P0788,16-18,1,Extrinsic,2,8.06,3,1,0.333,3,6,3,3.59,7,3,4,1.333,0,1,5,3.09,34.87,20.67,0,1
P0789,16-18,2,Intrinsic,13,18.36,33,7,0.212,1,2,1,1.4,3,6,3,0.091,1,0,5,2.34,37.99,55.88,0,0
P0790,23-30,4,Intrinsic,8,19.93,20,7,0.35,2,4,2,1.61,5,2,2,0.1,2,1,12,3.05,52.46,60.5,1,1
P0791,13-15,1,Intrinsic,5,18.02,9,6,0.667,2,4,2,4.45,5,7,4,0.444,0,5,8,1.17,52.05,66.0,1,0
P0792,19-22,3,Intrinsic,5,22.44,10,4,0.4,2,5,3,5.91,8,10,6,0.6,1,2,7,0.5,41.23,46.0,0,0
P0793,16-18,2,Intrinsic,13,25.53,38,26,0.684,5,5,0,4.31,4,6,2,0.053,2,3,2,0.97,54.1,82.63,1,0
P0794,19-22,3,Extrinsic,17,28.82,35,10,0.286,3,3,0,1.0,3,0,0,0.0,2,2,1,1.23,48.93,64.29,1,0
P0795,13-15,1,Social,8,19.78,21,15,0.714,2,5,3,4.13,7,2,5,0.238,0,5,1,1.96,54.74,72.57,1,0
P0796,23-30,4,Social,9,6.77,19,6,0.316,5,5,0,1.35,0,2,0,0.0,2,1,2,1.5,51.76,65.79,1,0
P0797,23-30,2,Extrinsic,10,18.14,26,19,0.731,4,3,1,3.72,10,7,4,0.154,0,5,7,2.21,60.44,79.92,1,0
P0798,19-22,5,Intrinsic,9,22.35,23,18,0.783,2,5,3,3.87,8,3,3,0.13,0,2,1,0.65,69.62,79.22,1,0
P0799,19-22,3,Social,18,31.78,45,37,0.822,2,3,1,4.39,12,6,1,0.022,1,3,8,0.61,63.42,88.44,1,0
P0800,23-30,5,Social,3,17.46,8,2,0.25,2,3,1,3.47,13,4,1,0.125,0,1,1,1.3,47.82,56.75,0,0
P0801,19-22,4,Intrinsic,11,26.1,31,27,0.871,5,6,1,1.0,4,0,0,0.0,4,6,3,1.93,82.34,91.55,1,0
P0802,13-15,2,Extrinsic,10,24.32,23,13,0.565,3,5,2,2.55,6,6,1,0.043,0,2,4,1.25,52.24,72.96,1,0
P0803,19-22,3,Intrinsic,26,22.35,48,18,0.375,4,7,3,4.51,7,8,2,0.042,3,1,5,2.58,42.23,61.5,1,0
P0804,19-22,3,Social,8,29.44,16,11,0.688,2,5,3,4.64,13,11,3,0.188,1,2,6,1.11,55.91,72.75,1,0
P0805,16-18,1,Social,10,16.71,26,15,0.577,4,4,0,1.0,1,3,1,0.038,1,4,6,0.59,55.58,77.69,1,0
P0806,19-22,3,Intrinsic,4,17.4,9,6,0.667,1,4,3,2.2,5,5,3,0.333,1,0,6,5.96,58.18,67.33,1,0
P0807,23-30,5,Social,10,21.9,17,9,0.529,5,8,3,4.58,9,2,7,0.412,4,3,1,0.67,59.22,58.12,0,0
P0808,23-30,1,Extrinsic,8,16.88,12,8,0.667,5,5,0,1.0,2,1,1,0.083,2,4,1,10.2,59.17,80.83,1,0
P0809,16-18,0,Social,3,26.06,7,5,0.714,2,5,3,2.0,4,2,6,0.857,0,3,0,13.12,53.08,54.0,0,0
P0810,13-15,0,Extrinsic,16,16.29,30,20,0.667,4,7,3,3.83,7,5,1,0.033,1,4,2,3.58,48.09,76.33,1,0
P0811,23-30,5,Social,15,23.81,33,27,0.818,4,3,1,2.77,5,8,2,0.061,2,9,8,2.09,84.31,87.09,1,0
P0812,19-22,5,Intrinsic,19,21.2,49,20,0.408,5,5,0,1.68,7,0,0,0.0,4,3,4,4.76,61.62,70.41,1,0
P0813,13-15,0,Intrinsic,8,23.72,18,11,0.611,2,1,1,2.44,5,2,0,0.0,2,3,3,6.2,47.83,78.56,1,0
P0814,23-30,3,Intrinsic,14,18.32,22,18,0.818,3,5,2,4.02,11,6,1,0.045,1,5,0,3.71,67.18,85.55,1,0
P0815,23-30,4,Social,14,19.29,24,17,0.708,4,4,0,1.92,4,2,2,0.083,1,7,3,0.5,75.03,82.92,1,0
P0816,16-18,3,Social,10,22.77,18,9,0.5,4,7,3,4.61,8,6,7,0.389,1,1,3,0.5,46.98,57.33,0,0
P0817,19-22,2,Social,12,23.62,22,6,0.273,2,5,3,3.93,7,7,4,0.182,3,0,7,0.64,34.09,52.18,0,0
P0818,16-18,2,Social,16,21.97,37,27,0.73,4,3,1,3.75,9,7,2,0.054,1,3,5,0.63,57.31,82.86,1,0
P0819,13-15,1,Intrinsic,17,35.64,38,9,0.237,1,1,0,4.32,11,7,1,0.026,1,1,1,0.6,29.18,61.05,1,0
P0820,16-18,2,Intrinsic,12,14.07,21,20,0.952,4,6,2,5.26,11,14,1,0.048,1,2,2,2.14,60.95,92.19,1,0
P0821,19-22,4,Intrinsic,14,21.49,22,7,0.318,2,4,2,5.93,12,16,4,0.182,1,1,4,2.2,40.4,56.45,0,0
P0822,13-15,1,Intrinsic,10,9.41,17,4,0.235,2,5,3,5.76,9,10,2,0.118,0,1,6,3.85,25.52,52.24,0,0
P0823,16-18,0,Intrinsic,21,24.98,50,40,0.8,3,4,1,3.86,12,3,1,0.02,5,4,14,0.67,53.36,87.4,1,0
P0824,16-18,3,Extrinsic,19,13.08,41,32,0.78,3,5,2,3.35,13,5,5,0.122,2,3,5,0.5,64.34,81.37,1,0
P0825,16-18,1,Intrinsic,20,19.77,50,29,0.58,3,6,3,3.92,8,11,6,0.12,1,0,4,3.29,42.4,69.4,1,0
P0826,23-30,1,Intrinsic,23,19.02,50,41,0.82,3,5,2,2.68,4,1,3,0.06,4,4,5,1.98,61.09,85.2,1,0
P0827,16-18,2,Intrinsic,38,24.25,50,22,0.44,2,2,0,3.01,4,5,0,0.0,4,2,5,3.29,46.08,72.0,1,0
P0828,16-18,4,Intrinsic,9,17.58,23,19,0.826,2,1,1,4.55,10,8,0,0.0,1,3,3,1.44,67.18,89.3,1,0
P0829,19-22,3,Social,5,17.24,8,2,0.25,4,7,3,3.41,11,8,8,1.0,0,1,5,4.17,39.97,26.5,0,1
P0830,16-18,3,Extrinsic,20,33.49,50,17,0.34,2,4,2,3.94,9,6,5,0.1,2,4,6,3.44,46.74,60.0,0,0
P0831,13-15,2,Social,9,24.28,17,11,0.647,3,2,1,2.48,8,5,2,0.118,0,3,1,3.15,57.17,76.82,1,0
P0832,16-18,3,Intrinsic,17,17.51,46,29,0.63,3,4,1,3.81,8,7,1,0.022,3,6,3,0.5,61.68,78.87,1,0
P0833,13-15,2,Intrinsic,12,19.99,19,11,0.579,5,7,2,3.18,5,3,6,0.316,1,1,6,5.86,49.72,65.47,1,0
P0834,13-15,1,Extrinsic,2,35.16,5,1,0.2,4,7,3,3.39,14,10,3,0.6,0,1,2,1.42,30.02,36.0,0,1
P0835,16-18,2,Intrinsic,14,20.12,23,12,0.522,1,1,0,1.98,1,6,0,0.0,1,1,2,0.5,50.42,76.09,1,0
P0836,16-18,0,Intrinsic,20,16.49,50,24,0.48,4,3,1,4.25,8,6,1,0.02,3,4,5,4.23,39.56,71.4,1,0
P0837,23-30,3,Intrinsic,7,16.52,13,7,0.538,5,4,1,3.35,7,8,5,0.385,1,3,4,2.0,54.65,63.38,1,0
P0838,16-18,0,Intrinsic,15,17.61,37,12,0.324,3,3,0,2.36,4,3,1,0.027,4,4,2,0.5,38.08,65.41,1,0
P0839,19-22,5,Intrinsic,3,17.24,6,1,0.167,5,8,3,4.89,10,3,11,1.833,0,1,3,4.57,40.94,0.0,0,1
P0840,19-22,3,Intrinsic,15,11.76,30,16,0.533,3,4,1,2.88,7,6,0,0.0,0,2,1,1.71,54.14,74.67,1,0
P0841,13-15,0,Extrinsic,10,13.01,24,12,0.5,3,3,0,4.69,4,5,1,0.042,1,1,5,4.22,34.78,73.75,1,0
P0842,19-22,4,Intrinsic,13,15.37,37,21,0.568,2,3,1,2.04,3,2,2,0.054,1,0,1,4.23,58.6,74.76,1,0
P0843,13-15,0,Intrinsic,9,26.73,14,4,0.286,3,6,3,4.22,4,5,7,0.5,3,2,0,0.5,28.88,43.29,0,0
P0844,23-30,5,Social,20,18.95,50,28,0.56,2,4,2,1.89,3,4,5,0.1,2,2,1,2.85,65.67,71.0,1,0
P0845,13-15,0,Intrinsic,4,20.34,9,4,0.444,1,3,2,3.48,4,8,3,0.333,0,2,8,1.34,37.08,58.22,0,0
P0846,16-18,2,Intrinsic,29,32.16,50,32,0.64,1,4,3,1.98,2,3,7,0.14,5,5,3,2.37,61.15,71.8,1,0
P0847,13-15,0,Social,10,32.36,20,9,0.45,2,3,1,4.62,9,5,1,0.05,0,3,11,0.5,35.95,69.0,1,0
P0848,23-30,2,Intrinsic,19,19.74,41,35,0.854,2,2,0,4.15,10,5,3,0.073,1,3,2,2.66,61.27,90.49,1,0
P0849,16-18,1,Intrinsic,8,16.95,22,14,0.636,3,6,3,5.68,12,7,3,0.136,1,3,0,4.51,44.76,71.73,1,0
P0850,19-22,3,Extrinsic,5,15.08,10,3,0.3,2,5,3,4.54,12,8,4,0.4,2,2,8,12.99,40.64,47.0,0,1
P0851,13-15,0,Intrinsic,11,27.54,25,20,0.8,5,7,2,2.68,3,9,5,0.2,0,3,3,1.16,54.8,80.0,1,0
P0852,19-22,2,Extrinsic,7,20.36,10,4,0.4,2,2,0,1.8,3,2,1,0.1,1,2,3,0.51,47.5,67.0,1,0
P0853,13-15,0,Social,12,18.91,20,12,0.6,3,5,2,6.3,14,14,3,0.15,2,0,3,1.37,33.26,71.5,1,0
P0854,23-30,3,Intrinsic,15,15.49,36,20,0.556,1,2,1,5.65,14,11,4,0.111,2,2,7,0.5,48.09,72.44,1,0
P0855,13-15,0,Extrinsic,3,15.84,7,4,0.571,2,3,1,3.68,9,5,3,0.429,1,4,5,1.58,44.65,63.71,1,0
P0856,13-15,1,Extrinsic,11,24.56,26,18,0.692,1,1,0,2.23,6,4,1,0.038,0,5,2,7.38,58.63,83.46,1,0
P0857,13-15,0,Intrinsic,14,11.48,24,7,0.292,3,6,3,6.55,12,11,3,0.125,1,1,8,0.65,21.78,54.83,0,0
P0858,16-18,0,Extrinsic,14,29.96,30,16,0.533,4,4,0,1.96,8,1,0,0.0,0,2,5,1.95,44.44,76.67,1,0
P0859,19-22,3,Intrinsic,15,17.73,30,8,0.267,2,2,0,3.34,4,5,0,0.0,1,1,3,2.55,40.81,63.33,1,0
P0860,13-15,0,Extrinsic,17,20.8,38,32,0.842,2,4,2,6.03,10,6,2,0.053,2,2,1,0.6,46.61,86.53,1,0
P0861,19-22,4,Intrinsic,13,11.3,36,12,0.333,1,3,2,2.75,5,2,4,0.111,1,1,6,1.2,48.97,59.33,0,0
P0862,16-18,4,Extrinsic,8,21.9,21,16,0.762,4,4,0,4.24,3,6,1,0.048,0,6,8,7.27,69.87,86.67,1,0
P0863,16-18,0,Intrinsic,4,19.37,6,3,0.5,4,6,2,4.78,7,4,1,0.167,0,2,2,1.05,36.05,66.0,1,0
P0864,16-18,2,Social,16,21.6,45,33,0.733,1,1,0,2.94,6,9,1,0.022,2,2,4,3.03,57.98,86.0,1,0
P0865,16-18,1,Intrinsic,12,33.77,26,12,0.462,2,5,3,3.01,6,2,4,0.154,0,2,3,0.5,42.94,62.46,1,0
P0866,19-22,5,Intrinsic,14,23.42,36,25,0.694,5,4,1,2.41,4,3,1,0.028,4,3,4,3.32,71.24,81.89,1,0
P0867,13-15,0,Extrinsic,12,15.64,20,11,0.55,2,3,1,3.93,7,15,3,0.15,0,2,7,0.98,40.16,71.0,1,0
P0868,13-15,0,Extrinsic,12,16.31,30,24,0.8,3,3,0,1.0,1,1,0,0.0,2,0,1,0.79,54.5,90.0,1,0
P0869,23-30,3,Extrinsic,20,26.76,37,16,0.432,2,1,1,3.7,13,6,0,0.0,1,3,10,0.5,49.56,69.62,1,0
P0870,23-30,2,Extrinsic,5,32.39,10,5,0.5,3,2,1,4.31,5,10,1,0.1,0,3,7,0.5,46.72,70.0,1,0
P0871,16-18,3,Extrinsic,12,24.26,18,12,0.667,5,7,2,5.48,18,8,1,0.056,1,2,6,10.31,52.97,77.67,1,0
P0872,16-18,2,Social,16,27.51,27,16,0.593,5,7,2,1.9,5,1,2,0.074,0,3,9,1.6,56.45,73.41,1,0
P0873,19-22,5,Intrinsic,4,26.88,6,3,0.5,4,6,2,5.97,10,12,2,0.333,0,0,6,4.51,50.06,61.0,1,0
P0874,16-18,1,Extrinsic,9,33.35,16,3,0.188,3,4,1,6.04,13,7,1,0.062,1,0,0,7.58,21.39,55.5,0,0
P0875,13-15,0,Social,10,6.4,16,11,0.688,3,2,1,4.12,7,6,2,0.125,0,2,5,0.68,45.21,78.62,1,0
P0876,13-15,0,Social,6,27.34,15,1,0.067,2,5,3,2.94,4,3,5,0.333,1,1,2,6.12,21.81,37.33,0,1
P0877,19-22,1,Social,12,29.87,18,9,0.5,5,7,2,3.51,9,8,4,0.222,0,2,2,3.69,43.23,64.33,1,0
P0878,19-22,1,Intrinsic,19,11.29,46,32,0.696,4,5,1,3.43,6,2,2,0.043,1,3,2,2.59,52.75,81.48,1,0
P0879,13-15,0,Intrinsic,12,14.91,20,17,0.85,3,4,1,3.91,4,6,2,0.1,2,6,8,4.97,58.24,87.5,1,0
P0880,13-15,0,Extrinsic,25,15.19,50,30,0.6,1,3,2,4.03,8,7,5,0.1,3,2,4,0.5,41.92,73.0,1,0
P0881,13-15,0,Extrinsic,9,16.17,26,24,0.923,3,3,0,3.42,9,7,0,0.0,1,3,2,0.92,57.87,96.15,1,0
P0882,19-22,5,Extrinsic,26,18.15,47,34,0.723,5,4,1,3.36,11,8,0,0.0,3,0,6,0.5,65.53,84.17,1,0
P0883,13-15,0,Extrinsic,3,23.94,7,3,0.429,3,5,2,4.4,6,10,2,0.286,0,2,2,6.79,34.15,58.86,0,0
P0884,13-15,0,Social,14,28.93,21,13,0.619,2,5,3,3.81,4,4,2,0.095,1,2,2,0.5,43.24,72.1,1,0
P0885,19-22,5,Intrinsic,5,30.65,14,11,0.786,1,1,0,2.49,2,8,1,0.071,1,3,9,11.73,74.7,87.14,1,0
P0886,13-15,1,Social,11,15.3,25,10,0.4,2,3,1,2.64,3,3,3,0.12,1,1,4,0.5,39.91,64.4,1,0
P0887,19-22,3,Intrinsic,3,15.24,4,2,0.5,5,8,3,7.38,13,13,4,1.0,1,2,1,3.25,41.56,39.0,0,0
P0888,13-15,0,Intrinsic,13,32.53,26,8,0.308,5,4,1,5.7,8,6,1,0.038,2,2,2,3.24,26.07,62.23,1,0
P0889,13-15,0,Extrinsic,14,27.17,22,9,0.409,5,8,3,5.33,9,5,7,0.318,1,7,3,8.03,38.53,54.91,0,1
P0890,13-15,0,Extrinsic,11,22.66,22,14,0.636,4,5,1,5.49,14,9,3,0.136,3,5,2,1.17,44.23,75.73,1,0
P0891,19-22,3,Intrinsic,17,25.79,42,14,0.333,3,5,2,5.2,8,12,2,0.048,2,2,3,1.21,40.34,61.24,1,0
P0892,23-30,2,Intrinsic,4,21.76,8,1,0.125,3,6,3,4.77,7,6,5,0.625,0,1,7,5.62,27.57,31.5,0,0
P0893,19-22,3,Social,14,26.2,29,17,0.586,3,5,2,1.74,8,1,5,0.172,3,5,6,11.53,63.59,70.14,1,0
P0894,16-18,2,Intrinsic,6,19.31,10,7,0.7,4,5,1,3.11,4,4,3,0.3,0,3,7,0.5,57.73,74.0,1,0
P0895,19-22,3,Extrinsic,9,24.15,16,11,0.688,3,4,1,3.0,7,4,2,0.125,1,4,4,3.03,63.01,78.62,1,0
P0896,13-15,0,Extrinsic,12,9.92,19,13,0.684,3,6,3,2.8,2,3,3,0.158,2,4,3,0.84,51.37,73.47,1,0
P0897,16-18,2,Extrinsic,9,16.5,24,15,0.625,1,4,3,2.27,10,5,8,0.333,0,5,1,3.91,59.82,65.25,1,0
P0898,23-30,4,Extrinsic,21,16.58,35,14,0.4,2,3,1,4.24,7,4,0,0.0,2,1,6,4.44,47.9,68.0,1,0
P0899,13-15,0,Intrinsic,8,19.0,19,16,0.842,4,7,3,4.99,8,11,7,0.368,0,0,1,4.31,46.22,75.05,1,0
P0900,13-15,2,Extrinsic,20,14.59,40,33,0.825,5,8,3,2.75,11,3,1,0.025,1,5,4,1.72,66.63,84.5,1,0
P0901,13-15,0,Intrinsic,13,17.73,23,10,0.435,3,6,3,3.38,8,3,6,0.261,2,3,10,0.52,38.44,57.91,0,0
P0902,13-15,0,Extrinsic,9,9.88,22,20,0.909,1,4,3,6.24,10,11,5,0.227,1,3,5,2.64,50.26,82.64,1,0
P0903,13-15,1,Intrinsic,10,26.39,21,8,0.381,5,4,1,2.18,2,2,1,0.048,3,1,1,4.67,40.28,65.62,1,0
P0904,19-22,4,Extrinsic,21,21.34,44,26,0.591,4,5,1,3.76,4,4,4,0.091,1,1,1,7.3,56.75,74.82,1,0
P0905,16-18,3,Intrinsic,16,8.36,38,16,0.421,3,4,1,3.22,8,3,0,0.0,0,0,5,1.81,45.8,69.05,1,0
P0906,23-30,4,Intrinsic,13,15.32,29,11,0.379,3,3,0,3.76,8,5,1,0.034,3,3,3,0.85,51.27,67.93,1,0
P0907,19-22,3,Intrinsic,11,24.69,21,14,0.667,3,5,2,2.72,8,4,5,0.238,0,1,12,0.5,58.38,72.19,1,0
P0908,16-18,2,Intrinsic,17,17.66,39,6,0.154,3,3,0,3.14,5,4,2,0.051,1,2,0,4.79,34.32,56.15,0,0
P0909,16-18,0,Social,10,16.42,25,10,0.4,4,7,3,4.75,12,10,3,0.12,1,5,4,2.3,36.62,60.4,1,0
P0910,16-18,2,Intrinsic,5,21.4,7,6,0.857,2,5,3,4.85,11,7,8,1.143,0,5,4,3.36,62.67,52.57,0,0
P0911,19-22,3,Social,2,24.75,4,1,0.25,1,1,0,3.12,2,9,0,0.0,1,0,1,0.52,39.2,62.5,1,0
P0912,16-18,1,Social,19,10.51,30,21,0.7,1,1,0,3.52,9,1,0,0.0,7,2,1,0.5,51.21,85.0,1,0
P0913,19-22,3,Extrinsic,15,26.4,26,17,0.654,2,1,1,6.79,12,9,2,0.077,0,5,1,10.29,53.68,78.38,1,0
P0914,16-18,0,Intrinsic,19,15.6,44,32,0.727,1,1,0,6.84,13,14,2,0.045,2,4,3,5.0,42.99,85.0,1,0
P0915,19-22,3,Intrinsic,12,21.86,33,16,0.485,2,1,1,2.54,5,3,2,0.061,1,3,2,1.53,54.54,70.42,1,0
P0916,16-18,2,Extrinsic,21,21.72,50,40,0.8,1,1,0,1.0,3,0,1,0.02,0,4,8,1.83,68.5,89.4,1,0
P0917,16-18,2,Intrinsic,9,17.78,14,9,0.643,2,1,1,4.39,6,2,4,0.286,0,4,5,7.94,53.73,71.57,1,0
P0918,23-30,2,Intrinsic,17,13.81,36,28,0.778,2,1,1,3.78,6,5,4,0.111,1,3,8,0.7,59.16,83.56,1,0
P0919,19-22,5,Extrinsic,7,19.71,16,10,0.625,1,1,0,4.59,9,4,1,0.062,2,5,0,4.87,66.02,79.38,1,0
P0920,13-15,0,Social,11,35.0,18,10,0.556,3,4,1,3.93,10,7,1,0.056,0,0,5,0.5,37.4,74.11,1,0
P0921,23-30,5,Extrinsic,16,11.11,42,28,0.667,3,2,1,3.59,9,3,1,0.024,3,1,7,6.26,64.2,80.62,1,0
P0922,16-18,2,Intrinsic,15,35.54,39,33,0.846,1,3,2,5.69,8,8,0,0.0,3,2,6,2.67,55.61,88.31,1,0
P0923,23-30,3,Extrinsic,13,19.92,37,27,0.73,3,2,1,5.4,7,6,3,0.081,1,2,17,1.95,55.68,82.05,1,0
P0924,19-22,5,Intrinsic,9,22.28,13,9,0.692,5,8,3,2.42,2,7,4,0.308,3,5,4,3.68,74.14,69.38,1,0
P0925,16-18,0,Intrinsic,13,13.31,23,11,0.478,5,8,3,3.28,10,4,4,0.174,1,5,6,0.5,43.44,62.7,1,0
P0926,13-15,1,Social,14,15.83,38,32,0.842,1,1,0,2.84,4,5,1,0.026,3,1,2,0.65,57.08,91.32,1,0
P0927,16-18,3,Intrinsic,12,17.98,30,24,0.8,4,3,1,3.65,12,4,2,0.067,1,3,9,1.57,64.38,86.0,1,0
P0928,16-18,0,Intrinsic,20,13.63,50,12,0.24,2,5,3,4.16,8,4,5,0.1,2,1,6,2.89,25.7,53.0,0,1
P0929,19-22,5,Intrinsic,8,20.33,12,7,0.583,1,3,2,4.65,7,7,1,0.083,1,4,7,0.5,62.71,72.67,1,0
P0930,16-18,1,Social,10,18.74,23,4,0.174,2,2,0,4.49,10,13,1,0.043,0,2,1,1.43,27.72,57.39,0,0
P0931,13-15,0,Extrinsic,18,36.81,42,5,0.119,2,3,1,6.08,13,7,4,0.095,1,1,2,0.91,16.05,51.1,0,0
P0932,19-22,4,Extrinsic,3,12.67,4,3,0.75,3,6,3,5.37,4,5,3,0.75,0,1,2,3.11,59.08,59.0,0,0
P0933,23-30,3,Extrinsic,14,22.82,31,14,0.452,3,2,1,2.22,2,4,1,0.032,0,2,1,7.55,52.51,69.61,1,0
P0934,16-18,3,Intrinsic,17,23.98,41,18,0.439,4,5,1,3.28,6,5,1,0.024,0,3,5,0.54,50.86,69.22,1,0
P0935,13-15,1,Extrinsic,9,13.44,16,13,0.812,2,1,1,3.39,3,7,1,0.062,1,4,4,0.63,59.03,86.75,1,0
P0936,16-18,0,Intrinsic,14,27.49,26,6,0.231,2,2,0,3.77,10,5,0,0.0,1,1,8,2.75,26.3,61.54,1,0
P0937,13-15,1,Intrinsic,4,18.81,9,6,0.667,2,2,0,3.58,8,3,0,0.0,0,7,9,1.81,57.21,83.33,1,0
P0938,23-30,1,Extrinsic,14,5.0,30,28,0.933,2,5,3,7.58,18,10,6,0.2,2,2,3,3.8,50.39,84.67,1,0
P0939,13-15,1,Social,8,27.28,22,13,0.591,5,6,1,2.81,5,4,1,0.045,0,4,2,1.02,51.62,76.18,1,0
P0940,19-22,5,Intrinsic,17,13.06,34,19,0.559,4,5,1,4.08,8,9,1,0.029,0,2,3,2.36,60.16,75.06,1,0
P0941,16-18,0,Intrinsic,9,13.62,17,14,0.824,5,5,0,6.53,13,13,0,0.0,0,4,4,1.47,47.61,91.18,1,0
P0942,19-22,3,Intrinsic,10,27.5,29,26,0.897,3,2,1,2.62,3,2,3,0.103,0,2,0,0.99,69.31,89.72,1,0
P0943,19-22,2,Intrinsic,6,19.22,17,1,0.059,3,6,3,4.72,12,3,8,0.471,1,0,2,3.92,23.56,32.82,0,0
P0944,19-22,3,Social,8,29.34,12,6,0.5,2,4,2,2.58,4,3,3,0.25,0,2,2,4.77,53.54,63.5,1,0
P0945,13-15,0,Extrinsic,16,31.68,42,36,0.857,3,3,0,3.12,5,2,1,0.024,2,5,7,1.2,58.98,92.14,1,0
P0946,13-15,1,Extrinsic,8,16.84,13,3,0.231,3,3,0,1.83,4,4,1,0.077,0,0,4,2.93,33.66,59.23,0,0
P0947,13-15,1,Extrinsic,5,28.35,7,2,0.286,4,7,3,6.07,12,6,5,0.714,1,3,5,0.59,29.75,36.86,0,1
P0948,23-30,5,Intrinsic,16,15.96,30,16,0.533,3,2,1,3.72,8,13,2,0.067,1,2,5,4.7,60.03,72.67,1,0
P0949,23-30,3,Extrinsic,34,39.86,50,9,0.18,2,3,1,2.1,3,2,2,0.04,3,2,9,0.99,41.96,55.8,0,0
P0950,19-22,3,Intrinsic,7,16.46,19,16,0.842,4,4,0,4.26,10,8,0,0.0,0,4,4,0.56,66.03,92.11,1,0
P0951,19-22,1,Extrinsic,8,30.21,20,8,0.4,4,7,3,4.77,8,6,2,0.1,1,2,1,8.44,36.08,61.0,1,0
P0952,19-22,2,Social,20,28.75,50,15,0.3,3,6,3,5.93,14,9,3,0.06,2,1,2,1.65,31.68,57.2,0,0
P0953,13-15,1,Extrinsic,4,24.53,10,4,0.4,3,6,3,2.78,3,3,4,0.4,0,2,10,3.09,41.05,52.0,0,0
